"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"190881","MSK SHEE","2016/3/11 14:30:00","2016/3/12 2:00:00","7650.00","8749.00"
