"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"187878","VNIC BRI","2016/1/30 1:30:00","2016/1/30 10:00:00","3020.00","3985.00"
