"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"190578","HUM BRI","2016/3/4 1:30:00","2016/3/4 16:00:00","2420.00","3522.00"
