"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"192805","COS SPAI","2016/3/27 23:59:00","2016/3/28 21:00:00","2320.00","3520.00"
