"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"191966","SAN LAURA","2016/3/23 22:00:00","2016/3/24 10:30:00","7180.00","8271.00"
