"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"191467","MSK COLM","2016/3/18 5:00:00","2016/3/18 12:30:00","8830.00","9647.00"
