"IYCCNTRNO","IYCCNTRAREAID","IYCIVOYID","IYCEVOYID","IYCCTYPECD","IYCCSZCSIZECD","IYCPOTDSTPORT","IYCWEIGHT","IYCDNGFG","IYCREFFG","IYCYLOCATION","IYCPLANFG"
"PONU0931591","61","195448","195397","GP","20","USSAV","20450","","","615332","Y"
"PONU7529476","81","195306","195397","HC","40","USCHS","8800","","","812052",""
"MSKU6156640","A3","","195397","GP","40","USCHS","23652","","","A34253","N"
"MSKU9460893","A2","","195397","GP","40","USCHS","14149","","","A23012","N"
"PONU8027831","B2","","195397","GP","40","USSAV","7860","","","B23844","N"
"MRKU9936170","B2","195756","195397","GP","20","USCHS","21199","","","B24731",""
"MRKU1005084","A3","","195397","GP","40","USSAV","23198","","","A35854","Y"
"MRKU3943486","B2","","195397","GP","40","USCHS","11217","","","B25044","N"
"MRKU4145958","B2","","195397","GP","40","USCHS","10461","","","B25043","N"
"MSCU7859566","B2","","195397","GP","40","USJAX","19450","","","B25411","N"
"PONU7423925","A3","","195397","GP","40","USCHS","9269","","","A33841","N"
"MRKU6689689","B3","","195397","GP","20","USMIA","5560","","","B31133","N"
"MRKU0404238","A2","","195397","GP","40","USCHS","22641","","","A22231","N"
"MEDU4122890","A3","","195397","GP","40","USSAV","19113","","","A35411","Y"
"MSKU3129430","B3","","195397","GP","20","USMIA","8280","","","B31134","N"
"MEDU6485200","A2","","195397","GP","20","USCHS","19000","","","A23513","N"
"MSCU9066094","B2","","195397","GP","40","USSAV","9326","","","B24262","N"
