"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"196947","COS TAIC","2016/5/17 15:30:00","2016/5/18 7:00:00","3030.00","4173.00"
