"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"193010","COS ITALY","2016/4/3 21:30:00","2016/4/4 13:30:00","2300.00","3501.00"
