"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"191942","BULL HUNT","2016/3/18 19:00:00","2016/3/19 4:00:00","970.00","1935.00"
