"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"191471","BEAR HUNT","2016/3/23 21:30:00","2016/3/24 1:00:00","8540.00","9505.00"
