"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"188803","HARB BRI","2016/2/13 19:00:00","2016/2/14 3:30:00","550.00","1652.00"
