"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"192370","SAF CMBL","2016/3/26 4:30:00","2016/3/26 14:00:00","3650.00","4467.00"
