"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"190300","MSK SOFI","2016/3/3 7:00:00","2016/3/3 18:00:00","7950.00","9049.00"
