"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"190298","MSK CUBA","2016/3/4 16:00:00","2016/3/5 14:00:00","6800.00","7617.00"
