"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"190772","COS ENGL","2016/3/6 20:00:00","2016/3/8 9:00:00","4930.00","6131.00"
