"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"192664","GUTH MSK","2016/4/1 20:30:00","2016/4/2 12:30:00","2300.00","3504.00"
