"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"191484","HAMBURG BRI","2016/3/18 19:00:00","2016/3/19 7:00:00","3250.00","4352.00"
