"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"191469","MSK SYDN","2016/3/18 18:30:00","2016/3/19 7:30:00","7330.00","8429.00"
