"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"189940","GERD MSK","2016/2/23 7:00:00","2016/2/23 23:00:00","670.00","1874.00"
