"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"192269","COS NETH","2016/3/18 21:30:00","2016/3/19 14:30:00","5530.00","6731.00"
