"VOTVOYID","VESSELID","VOTPWKSTTM","VOTPWKENTM","STARTPOSITION","ENDPOSITION"
"190877","MSK COPE","2016/3/14 18:30:00","2016/3/15 5:00:00","1080.00","1897.00"
